Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
0,No,8,5,No,5,8,Extrovert
3,No,7,4,No,8,6,Extrovert
2,No,9,5,No,11,6,Extrovert
3,No,5,6,No,8,8,Extrovert
3,No,6,4,No,10,7,Extrovert
7,Yes,1,0,Yes,2,1,Extrovert
9,Yes,2,2,Yes,1,0,Extrovert
11,Yes,2,2,Yes,4,2,Introvert
0,No,3.963354475,3,No,11,5,Extrovert
8,Yes,2,2,Yes,2,0,Extrovert
8,Yes,2,0,Yes,5,0,Introvert
2,No,6,3,No,10,3,Extrovert
5,Yes,0,0,Yes,1,2,Introvert
1,No,6,5,No,12,6,Introvert
2,No,9,5,No,14,6,Extrovert
9,Yes,3,2,No,2,0,Introvert
1,No,5,3,No,5,5,Extrovert
1,No,6,3,No,11,6,Extrovert
1,No,8,4,No,14,7,Extrovert
9,Yes,0,1,Yes,5,2,Introvert
5,Yes,3,0,Yes,2,1,Introvert
11,Yes,0,2,Yes,3,2,Extrovert
0,No,7,3,No,6,4,Extrovert
2,No,7,3,No,8,4,Extrovert
8,Yes,3,0,Yes,2,0,Introvert
1,No,9,4,No,9,8,Extrovert
0,No,7,4,No,11,6,Extrovert
3,No,4,3,No,14,8,Extrovert
9,Yes,1,0,Yes,4,1,Introvert
3,No,5,5,No,14,8,Extrovert
0,No,6,4,No,6.268862912,5,Extrovert
1,No,8,6,No,10,7,Extrovert
4,Yes,1,2,Yes,1,2,Introvert
1,No,7,3,No,8,6,Extrovert
3,No,5,5,No,14,8,Extrovert
4,Yes,3,1,Yes,2,1,Introvert
0,No,6,5,No,6,3,Extrovert
3,No,9,5,No,11,3,Extrovert
8,Yes,1,1,Yes,1,0,Introvert
5,Yes,3,2,Yes,3,1,Introvert
0,No,9,4,No,12,3.564726631,Extrovert
9,Yes,3,0,Yes,2,2,Introvert
3,No,4,5,No,6,4,Extrovert
2,No,8,5,No,13,7,Introvert
3,No,5,5,No,6,7,Extrovert
9,Yes,2,1,Yes,3,3.564726631,Introvert
3,No,4,6,No,12,4,Extrovert
0,No,4,6,No,6,3,Extrovert
3,No,8,4,No,10,7,Extrovert
2,No,8,5,No,14,5,Extrovert
1,No,7,5,No,9,7,Introvert
2,No,7,6,No,6,7,Extrovert
8,Yes,1,1,Yes,5,2,Introvert
5,Yes,1,2,Yes,4,0,Introvert
11,Yes,2,0,Yes,5,0,Introvert
2,No,5,6,No,13,7,Extrovert
1,No,5,5,No,14,9,Extrovert
2,No,7,6,No,7,9,Extrovert
10,Yes,3,0,Yes,1,2,Introvert
7,Yes,1,0,Yes,5,2,Introvert
0,No,8,6,No,5,5,Extrovert
10,Yes,3,0,Yes,3,1,Introvert
8,Yes,2,2,Yes,5,1,Introvert
4,Yes,3,1,Yes,5,0,Introvert
3,No,4,6,No,9,3.564726631,Extrovert
3,No,9,6,No,12,5,Extrovert
8,Yes,3.963354475,1,Yes,2,0,Introvert
10,Yes,1,0,Yes,2,1,Introvert
2,No,5,4,No,8,7,Extrovert
0,No,4,6,No,9,5,Extrovert
5,Yes,2,0,Yes,5,0,Introvert
2,No,9,5,No,14,6,Extrovert
9,Yes,3,2,No,2,0,Introvert
10,Yes,3,1,Yes,4,3.564726631,Introvert
2,No,4,3,No,9,4,Extrovert
6,Yes,2,1,Yes,1,2,Introvert
1,No,4,4,No,8,7,Extrovert
4,Yes,2,0,Yes,2,2,Introvert
7,Yes,1,0,Yes,6.268862912,1,Introvert
0,No,5,3,No,15,5,Extrovert
11,No,2,1,Yes,2,1,Introvert
2,No,5,3,No,10,9,Extrovert
9,Yes,3.963354475,0,Yes,3,0,Introvert
7,Yes,2,2,Yes,2,0,Introvert
11,Yes,3,2,Yes,3,2,Introvert
1,No,4,6,No,6.268862912,3,Extrovert
10,No,0,2,Yes,3,1,Introvert
3,No,9,6,No,7,8,Extrovert
0,No,9,4,No,6.268862912,4,Extrovert
2,No,7,3,No,11,7,Extrovert
1,No,7,7,No,10,9,Introvert
1,No,9,3,No,8,9,Extrovert
2,No,7,6,No,9,7,Extrovert
2,No,4,4,No,9,7,Extrovert
2,No,9,3,No,6,8,Extrovert
1,No,3.963354475,6,No,8,6,Extrovert
2,No,8,6,No,11,3,Extrovert
1,No,8,6,No,12,7,Introvert
8,Yes,2,1,Yes,2,0,Introvert
10,Yes,0,1,Yes,3,1,Extrovert
1,No,6,6,No,7,7,Extrovert
3,No,4,6,No,5,9,Extrovert
8,Yes,2,0,Yes,4,1,Extrovert
4,Yes,0,0,Yes,2,0,Introvert
9,Yes,2,0,Yes,3,2,Introvert
2,No,7,4,No,5,7,Extrovert
9,Yes,3,0,Yes,5,2,Introvert
4,Yes,3,1,Yes,4,1,Introvert
2,No,9,3,No,5,9,Extrovert
5,Yes,2,0,Yes,4,3.564726631,Introvert
3,No,9,5,No,8,3.564726631,Extrovert
9,No,1,0,Yes,4,0,Introvert
3,No,8,4,No,10,3,Extrovert
8,Yes,2,0,Yes,1,0,Introvert
6,Yes,1,3,Yes,3,0,Introvert
11,Yes,2,0,Yes,5,1,Introvert
8,Yes,2,0,Yes,2,0,Introvert
11,Yes,2,2,Yes,3,0,Introvert
0,No,4,5,No,13,3,Extrovert
0,No,5,5,No,7,9,Extrovert
9,Yes,2,1,Yes,2,2,Introvert
3,No,4,3,No,15,9,Extrovert
1,No,9,6,No,7,3,Extrovert
0,No,5,3,No,6.268862912,5,Extrovert
10,Yes,0,2,Yes,4,0,Introvert
3,No,9,3,No,9,8,Extrovert
7,Yes,3,0,Yes,1,2,Introvert
11,Yes,1,0,Yes,2,1,Introvert
8,Yes,1,0,Yes,3,1,Extrovert
2,No,9,7,No,14,5,Introvert
0,No,4,5,No,13,9,Extrovert
3,No,7,3,No,7,8,Extrovert
2,No,6,3,No,8,3,Extrovert
0,No,4,3,No,5,4,Extrovert
10,Yes,2,3,Yes,4,1,Introvert
5,Yes,3,1,Yes,3,1,Introvert
2,No,4,3,No,6,6,Extrovert
11,Yes,1,2,Yes,2,2,Introvert
0,No,6,5,No,13,8,Introvert
4,Yes,2,0,Yes,3,2,Introvert
5,Yes,0,1,Yes,4,1,Introvert
7,Yes,2,0,Yes,4,1,Introvert
6,Yes,1,1,Yes,4,0,Introvert
1,No,7,5,No,12,3,Extrovert
0,No,4,5,No,14,7,Extrovert
3,No,5,4,No,10,6,Extrovert
7,Yes,3.963354475,1,Yes,2,1,Introvert
10,Yes,1,1,Yes,1,2,Introvert
9,Yes,0,2,Yes,3,3.564726631,Introvert
2,No,5,4,No,6,8,Extrovert
0,No,5,5,No,6,6,Extrovert
10,Yes,1,1,Yes,2,0,Introvert
1,No,6,5,No,10,8,Extrovert
5,Yes,2,2,Yes,5,0,Introvert
3,No,4,5,No,12,4,Extrovert
3,No,3.963354475,5,No,12,3,Extrovert
4.505816003,No,9,5,No,9,4,Extrovert
0,No,6,3,No,7,7,Extrovert
3,No,9,6,No,12,5,Extrovert
6,Yes,2,0,Yes,5,1,Introvert
2,No,7,3,No,12,7,Extrovert
7,Yes,1,1,Yes,5,2,Introvert
4.505816003,No,4,6,No,12,3,Extrovert
2,No,4,3,No,6.268862912,3,Extrovert
0,No,7,4,No,8,3.564726631,Extrovert
6,Yes,2,1,Yes,3,2,Introvert
4.505816003,No,6,6,No,14,6,Extrovert
3,No,8,6,No,11,9,Extrovert
0,No,4,3,No,9,7,Extrovert
7,Yes,0,1,Yes,1,0,Introvert
11,Yes,1,0,Yes,3,2,Introvert
11,Yes,0,1,Yes,3,1,Introvert
10,Yes,0,1,Yes,2,1,Introvert
2,No,6,3,No,11,7,Extrovert
5,Yes,1,0,Yes,4,0,Introvert
1,No,5,6,No,13,6,Extrovert
10,Yes,2,0,Yes,6.268862912,2,Introvert
9,Yes,0,2,Yes,3,1,Introvert
1,No,9,4,No,10,6,Extrovert
0,No,7,3,No,12,7,Extrovert
0,No,7,3,No,10,4,Extrovert
2,No,8,5,No,6,8,Extrovert
1,No,8,3,No,7,9,Extrovert
11,Yes,1,2,Yes,2,2,Introvert
3,No,7,4,No,11,3,Extrovert
3,No,3.963354475,4,No,7,4,Extrovert
3,No,5,4,No,13,5,Extrovert
8,Yes,2,0,Yes,5,0,Introvert
2,No,9,4,No,15,4,Extrovert
11,Yes,2,1,Yes,5,3.564726631,Introvert
9,Yes,0,2,Yes,4,1,Introvert
8,Yes,2,1,Yes,3,0,Introvert
11,Yes,0,1,Yes,5,1,Introvert
2,No,7,4,No,7,7,Extrovert
3,No,3.963354475,3,No,10,4,Extrovert
2,No,6,3,No,9,9,Extrovert
10,Yes,1,1,Yes,2,2,Introvert
7,Yes,2,2,Yes,2,2,Introvert
4,Yes,2,2,Yes,3,2,Introvert
3,No,4,3,No,15,8,Extrovert
7,Yes,3.963354475,2,Yes,3,1,Introvert
1,No,9,6,No,14,7,Extrovert
0,No,5,4,No,10,7,Extrovert
10,Yes,1,1,Yes,4,1,Introvert
0,No,4,5,No,10,3,Extrovert
8,Yes,2,0,Yes,4,0,Extrovert
0,No,8,4,No,10,9,Extrovert
3,No,5,6,No,9,3.564726631,Extrovert
10,Yes,2,0,Yes,5,3.564726631,Introvert
7,Yes,2,2,Yes,5,2,Introvert
2,No,8,4,No,10,5,Extrovert
1,No,5,4,No,15,8,Extrovert
9,Yes,0,2,Yes,1,0,Introvert
2,No,9,3,No,12,5,Extrovert
1,No,8,6,No,12,6,Extrovert
3,No,5,4,No,6,3,Extrovert
8,Yes,3,0,Yes,2,1,Introvert
0,No,9,6,No,8,6,Extrovert
0,No,9,3,No,6.268862912,9,Extrovert
10,Yes,0,0,Yes,4,1,Introvert
10,Yes,1,0,Yes,1,0,Introvert
0,No,4,5,No,15,7,Extrovert
5,Yes,0,2,Yes,1,2,Introvert
4.505816003,No,7,6,No,11,7,Extrovert
11,Yes,2,2,Yes,2,1,Extrovert
4,Yes,2,1,Yes,2,0,Introvert
0,No,8,5,No,5,9,Extrovert
5,Yes,1,0,Yes,5,2,Introvert
1,No,8,4,No,10,7,Extrovert
5,Yes,1,1,Yes,2,2,Introvert
11,Yes,2,0,Yes,1,0,Extrovert
10,Yes,3,0,Yes,1,0,Introvert
6,Yes,0,0,Yes,4,0,Introvert
1,No,4,5,No,7,8,Extrovert
10,Yes,2,1,Yes,4,0,Introvert
1,No,8,3,No,12,9,Extrovert
5,Yes,2,2,No,1,2,Introvert
1,No,4,3,No,15,3,Extrovert
4.505816003,No,1,2,Yes,4,2,Introvert
0,No,6,3,No,14,5,Extrovert
5,Yes,1,2,Yes,1,1,Introvert
5,Yes,2,2,Yes,3,2,Introvert
6,Yes,3,2,Yes,1,1,Introvert
4,Yes,0,2,Yes,2,0,Introvert
2,No,7,6,No,6,7,Extrovert
7,Yes,3.963354475,0,Yes,1,2,Introvert
3,No,9,4,No,8,3,Extrovert
10,Yes,0,1,Yes,3,0,Introvert
8,Yes,3,2,Yes,3,0,Introvert
3,No,8,3,No,8,6,Extrovert
3,No,7,6,No,9,4,Extrovert
5,Yes,3,0,Yes,2,1,Introvert
5,Yes,0,2,Yes,5,1,Introvert
5,Yes,0,0,Yes,4,2,Introvert
2,No,4,5,No,5,7,Extrovert
1,No,7,6,No,15,3,Extrovert
7,Yes,2,1,Yes,1,0,Extrovert
2,No,7,4,No,7,3,Extrovert
2,No,6,3,No,6,6,Extrovert
3,No,8,5,No,11,6,Extrovert
2,No,8,3,No,14,4,Extrovert
11,Yes,1,2,Yes,1,0,Introvert
8,Yes,1,0,Yes,1,0,Introvert
7,Yes,3,1,No,1,1,Introvert
2,No,7,7,No,9,8,Introvert
0,No,9,6,No,14,7,Extrovert
2,No,8,6,No,6,4,Extrovert
4,Yes,0,2,Yes,3,1,Introvert
6,Yes,2,1,Yes,2,1,Introvert
8,Yes,1,1,Yes,2,2,Introvert
3,No,5,6,No,13,3,Extrovert
9,Yes,0,2,Yes,1,0,Introvert
3,No,7,4,No,9,8,Extrovert
8,Yes,2,0,Yes,1,1,Introvert
11,Yes,0,1,Yes,3,1,Introvert
1,No,7,3,No,7,4,Extrovert
10,Yes,2,2,Yes,1,0,Extrovert
5,Yes,1,2,Yes,4,0,Introvert
2,No,8,5,No,7,9,Extrovert
2,No,4,4,No,10,3,Extrovert
3,No,7,5,No,6,4,Extrovert
8,Yes,1,0,Yes,2,1,Introvert
3,No,5,6,No,12,5,Extrovert
2,No,4,4,No,9,8,Extrovert
11,Yes,0,0,Yes,3,2,Extrovert
8,Yes,2,1,Yes,1,1,Introvert
1,No,8,5,No,11,8,Introvert
4,Yes,1,0,Yes,4,1,Introvert
2,No,5,4,No,6,7,Extrovert
7,Yes,3,1,Yes,6.268862912,1,Introvert
7,Yes,2,2,Yes,1,1,Extrovert
2,No,8,6,No,12,4,Extrovert
4,Yes,2,0,Yes,3,0,Introvert
2,No,8,5,No,12,5,Extrovert
10,Yes,2,1,Yes,3,1,Introvert
11,Yes,1,0,Yes,3,2,Extrovert
4,Yes,0,2,Yes,5,2,Introvert
0,No,5,6,No,12,7,Extrovert
1,No,7,3,No,9,3,Extrovert
1,No,8,4,No,5,5,Extrovert
2,No,4,5,No,6,4,Extrovert
0,No,9,3,No,11,3,Extrovert
1,No,4,3,No,10,4,Extrovert
10,Yes,2,0,Yes,3,1,Extrovert
1,No,5,5,No,13,6,Extrovert
5,Yes,0,2,Yes,5,1,Introvert
1,No,9,4,No,10,8,Extrovert
1,No,7,5,No,10,5,Extrovert
2,No,5,3,No,9,3,Extrovert
1,No,9,5,No,11,8,Introvert
2,No,7,4,No,13,7,Extrovert
5,Yes,2,1,Yes,2,2,Introvert
1,No,6,5,No,14,5,Extrovert
9,Yes,2,0,Yes,3,2,Introvert
1,No,4,6,No,9,5,Extrovert
2,No,4,4,No,8,7,Extrovert
1,No,6,7,No,13,7,Introvert
3,No,8,3,No,6,7,Extrovert
8,Yes,3,3,Yes,4,2,Introvert
2,No,5,4,No,7,8,Extrovert
2,No,7,5,No,14,3,Extrovert
2,No,5,3,No,7,4,Extrovert
3,No,5,4,No,7,4,Extrovert
0,No,6,4,No,13,3,Extrovert
8,Yes,2,1,Yes,2,1,Introvert
4,Yes,1,2,Yes,5,0,Introvert
0,No,8,5,No,14,5,Extrovert
1,No,7,6,No,5,9,Extrovert
2,No,5,6,No,7,6,Extrovert
2,No,7,4,No,12,8,Extrovert
9,Yes,2,1,Yes,5,0,Introvert
0,No,6,3,No,7,5,Extrovert
4,Yes,1,2,Yes,1,2,Introvert
1,No,9,3,No,7,6,Extrovert
7,Yes,2,2,Yes,1,1,Introvert
11,Yes,0,2,Yes,3,1,Introvert
10,Yes,0,0,No,2,0,Introvert
7,Yes,0,0,Yes,5,2,Introvert
0,No,9,6,No,6,3,Extrovert
5,Yes,0,1,Yes,1,0,Introvert
6,Yes,0,0,Yes,3,0,Introvert
8,Yes,2,0,Yes,1,2,Introvert
6,Yes,3,1,Yes,5,1,Introvert
9,Yes,2,0,Yes,1,2,Introvert
9,No,2,0,Yes,4,2,Introvert
0,No,9,3,No,12,3.564726631,Extrovert
3,No,7,6,No,6,6,Extrovert
3,No,8,3,No,14,9,Extrovert
4,Yes,1,1,Yes,4,0,Introvert
11,Yes,1,3,Yes,2,0,Introvert
3,No,6,6,No,6,9,Extrovert
